text,category,category_code,severity,risk,dialect
me contactaron por redes diciendo que un tipo insistio en quedar solo a pesar de que le dije que no boliche,cita_persona,CAT-04,critical,1,argentina
enviame una foto en ropa interior,solicitud_material,CAT-02,high,1,mexico
vi un mensaje de una persona me saludo de una forma pues extraña wey,contacto_inapropiado,CAT-01,low,0,mexico
una persona me oscribio diciendo que un hombre me envio mensajes subidos de tono,contacto_inapropiado,CAT-01,high,1,neutral
vi un mensaje de mi amigo la presionaron para quedar sola,cita_persona,CAT-04,critical,1,mexico
una persona me escribio diciendo que alguien me envio mensajes subidos de tono,contacto_inapropiado,CAT-01,high,1,mexico
me contactaron por redes diciendo que un desconocido me amenazo con hacerme cosas sexuales si no obedecia,contacto_inapropiado,CAT-01,severe,1,mexico
una bueno persona me pregunto si podia enviarle una foto posta,solicitud_material,CAT-02,low,0,argentina
recibi un mensaje de un hombre me hablo de forma inapropiada bacano,contacto_inapropiado,CAT-01,medium,0,colombia
recibi un mensaje de juguemos un pues juego secreto y mandame fitos,grooming,CAT-03,high,1,mexico
pues alguien me dijo que una mujer me dijo que nos vieramos en un lugar escondido neta,cita_persona,CAT-04,high,1,mexico
una persona me escribio diciendo que solo yo te entiendo pasame fotos,grooming,CAT-03,critical,1,colombia
vi un mensaje bueno de mi hija fue extorsionado con fotos y amenazas de publicacion,extorsion,CAT-05,severe,1,neutral
me contactaron por redes diciendo que un hombre me envio un mensaje que me parecio raro man,contacto_inapropiado,CAT-01,low,0,colombia
me contactaron por redes diciendo que una persona me aislo de mis amigos y me pidio imagenes intimas,grooming,CAT-03,critical,1,neutral
vi un mensaje de mi sobrino fue manipulado por un adulto para enviar material intimo chevere,grooming,CAT-03,severe,1,colombia
shh es secreto bueno mandame fotos desnudas,grooming,CAT-03,severe,1,argentina
una persona me escribio diciendo que enviame fotos en ropa interior bueno y entre nosotros,solicitud_material,CAT-02,severe,1,mexico
recibi un mensaje de tu familia no entiende mandame fotos bacano,grooming,CAT-03,critical,1,colombia
me contactaron por redes diciendo que un hombre me hablo de forma inapropiada,contacto_inapropiado,CAT-01,medium,0,mexico
vi un mensaje de una mujer insistio en quedar solo a pesar de que le dije que no,cita_persona,CAT-04,critical,1,colombia
me contactaron por redes diciendo pues que pasame plata o difundo las fotos chevere,extorsion,CAT-05,severe,1,colombia
recibi un mensaje de una bueno mujer me pidio que entre nosotros,grooming,CAT-03,medium,0,mexico
me contactaron por redes diciendo que pasame fotos sin ropa chevere,solicitud_material,CAT-02,high,1,colombia
recibi pues un mensaje de pasame fotos en ropa interior es solo para mi neta,solicitud_material,CAT-02,severe,1,mexico
me contactaron por redes diciendo que la verdad mi amiga le propusieron verse en un lugar escondido man,cita_persona,CAT-04,high,1,colombia
recibi un mensaje de un tipo me pidio una foto normal carnal,solicitud_material,CAT-02,medium,0,mexico
alguien me dijo que un pues tipo requirio imagenes intimas sin consentimiento,solicitud_material,CAT-02,high,1,neutral
recibi un mensaje de alguien me pidio que entre nosotros boliche,grooming,CAT-03,medium,0,argentina
pasame fotos sin la verdad ropa,solicitud_material,CAT-02,high,1,mexico
me contactaron por redes diciendo que mandame fotos sin ropa ya,solicitud_material,CAT-02,critical,1,neutral
vi un mensaje de una persona me hizo creer que era el unico que me entendia y me exploto sexualmente,grooming,CAT-03,severe,1,neutral
una persona me escribio diciendo que un hombre me obligo a encontrarme con el a escondidas,cita_persona,CAT-04,severe,1,neutral
una persona me escribio diciendo que un hombre me pidio que es solo para mi,grooming,CAT-03,medium,0,mexico
vi un mensaje de una mujer me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,neutral
vi un mensaje de una mujer me pidio material sexual y entre nosotros,solicitud_material,CAT-02,severe,1,mexico
alguien me dijo que un tipo me controlo tus papas no entienden y me obligo a enviar fotos desnudas,grooming,CAT-03,severe,1,neutral
mi o sea sobrino le dijeron que es nuestro secreto,grooming,CAT-03,medium,0,mexico
me contactaron por redes diciendo que un adulto me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,neutral
recibi un mensuje de pasame imagenes desnudas ya bueno man,solicitud_material,CAT-02,critical,1,colombia
me contactaron por redes diciendo que alguien me presiono para mandar fotos sin ropa,solicitud_material,CAT-02,critical,1,mexico
una persona me escribio diciendo que un menor recibio mensajes de un desconocido con palabras sexuales agresivas neta,contacto_inapropiado,CAT-01,critical,1,mexico
vi un mensaje de un desconocido me dijo cosas sexuales sin que yo lo pidiera,contacto_inapropiado,CAT-01,high,1,neutral
recibi un mensaje de una persona insistio en que le enviara fotos intimas,solicitud_material,CAT-02,critical,1,neutral
me contactaron por redes diciendo que un menor la verdad le propusieron un juego secreto y le pidieron fotos,grooming,CAT-03,high,1,neutral
recibi un mensaje de mi sobrina le dijeron que es solo para mi,grooming,CAT-03,medium,0,mexico
una persona me escribio diciendo que mi hija le propusieron un juego secreto y le pidieron fotos entonces,grooming,CAT-03,high,1,argentina
vi un mensaje de mi sobrino recibio un mensaje de alguien un poco incomodo,contacto_inapropiado,CAT-01,low,0,neutral
me contactaron por o sea redes diciendo que un desconocido insistio en quedar solo a pesar de que le dije que no,cita_persona,CAT-04,critical,1,argentina
recibi un mensaje de una mujer me entonces aislo de mis amigos y me exigio imagenes,grooming,CAT-03,critical,1,mexico
una persona me escribio diciendo que juguemos un juego secreto y mandame fotos,grooming,CAT-03,high,1,argentina
una persona me escribio diciendo que un desconocido me escribio todos los dias pidiendo confianza,grooming,CAT-03,low,0,colombia
recibi un mensaje de me hablo de cosas normales pero me dio miedo,desconocido,CAT-06,medium,0,neutral
alguien me dijo que recibi un mensaje de un desconocido que no entendi bien,contacto_inapropiado,CAT-01,low,0,mexico
alguien me dijo que una persona mayor me manipulo diciendo que tus viejos no entienden y me exigio fotos chevere,grooming,CAT-03,critical,1,colombia
alguien me dijo que alguien insistio en quedar solo a pesar de que le dije que no,cita_persona,CAT-04,critical,1,colombia
recibi un mensaje de una persona mayor me dijo cosas sexuales sin que pues yo lo pidiera,contacto_inapropiado,CAT-01,high,1,neutral
alguien me dijo que un tipo quiso verme a solas man,cita_persona,CAT-04,medium,0,colombia
mandame mas fotos o publico todo wey,extorsion,CAT-05,high,1,mexico
recibi un mensaje de una persona mayor me amenazo con hacerme cosas sexuales si no obedecia orale,contacto_inapropiado,CAT-01,severe,1,mexico
alguien me aislo de mis amigos y la verdad me pidio imagenes intimas pibe,grooming,CAT-03,critical,1,argentina
recibi un pues mensaje de tu familia no entiende yo si mandame fotos,grooming,CAT-03,severe,1,colombia
recibi un mensaje de un hombre me pidio que no bueno le digas a nadie,grooming,CAT-03,medium,0,argentina
una persona me escribio diciendo que un adulto me amenazo para que lo viera solo,cita_persona,CAT-04,severe,1,mexico
vi un mensaje de mi amiga recibio mensajes de una mujer con contenido sexual,contacto_inapropiado,CAT-01,high,1,mexico
me contactaron por redes diciendo que un tipo me dijo que nos vieramos sin nadie mas chevere,cita_persona,CAT-04,medium,0,colombia
vi un mensaje de una persona mayor me envio mensajes subidos de tono,contacto_inapropiado,CAT-01,high,1,neutral
alguien me dijo que un hombre me hizo comentarios que me incomodaron chido,contacto_inapropiado,CAT-01,medium,0,mexico
me contactaron por redes diciendo que enviime fotografias intimas parcero,solicitud_material,CAT-02,high,1,colombia
me contactaron por redes diciendo que recibi un mensaje de un adulto que no entendi bueno bien,contacto_inapropiado,CAT-01,low,0,argentina
una personi me escribio diciendo que alguien me dijo que nos vieramos sin nadie mas,cita_persona,CAT-04,medium,0,colombia
me contactaron por redes diciendo que pasame fotos sin ropa y no le digas a nadie,solicitud_material,CAT-02,severe,1,neutral
recibi un mensaje de un desconocido me dijo que solo yo te quiero ayudar,grooming,CAT-03,medium,0,mexico
alguien me dijo que una niña fue manipulado por un tipo para enviar material intimo,grooming,CAT-03,severe,1,colombia
vi un mensaje de alguien me pregunto si podia enviarle una foto,solicitud_material,CAT-02,low,0,mexico
una persona me escribio diciendo o sea que mi sobrino la aislaron y le pidieron fotos intimas copado,grooming,CAT-03,critical,1,argentina
recibi un mensaje de una mujer me presiono para mandar fotos sin ropa parce,solicitud_material,CAT-02,critical,1,colombia
vi un mensaje de un tipo bueno manifesto comentarios de indole sexual explicita,contacto_inapropiado,CAT-01,critical,1,colombia
bueno recibi un mensaje de alguien me pidio fotos desnudas carnal,solicitud_material,CAT-02,high,1,mexico
una persona me escribio diciendo que un tipo me dijo cosas sexuales sin que yo lo pidiera,contacto_inapropiado,CAT-01,high,1,colombia
alguien me dijo que un adulto entonces me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,neutral
alguien me dijo que mi hija le exigieron fotos intimas y publicaria las fotos,solicitud_material,CAT-02,severe,1,mexico
me contactaron por redes diciendo que una persona me envio un mensaje que me parecio raro che,contacto_inapropiado,CAT-01,low,0,argentina
una persona me escribio diciendo que juguemos un juego secreto y mandame fotos boliche,grooming,CAT-03,high,1,argentina
un desconocido me pidio que es nuestro pues secreto,grooming,CAT-03,medium,0,argentina
una persona mayor me obligo a encontrarme con el a escondidas pibe,cita_persona,CAT-04,severe,1,argentina
una persona me escribio diciendo que un tipo manifesto comentarios de indole sexual explicita,contacto_inapropiado,CAT-01,critical,1,neutral
una persona mayor me dijo que tus padres no te la verdad comprenden y me pidio fotos,grooming,CAT-03,high,1,mexico
alguien me dijo que pues un hombre solicito fotografias desnudas de manera insistente,solicitud_material,CAT-02,high,1,neutral
recibi un mensaje de un hombre me dijo pues que era especial man,grooming,CAT-03,low,0,colombia
me contactaron por redes diciendo que tu familia no entiende yo si mandame fotos pues,grooming,CAT-03,severe,1,neutral
alguien me dijo que alguien me hizo comentarios que me incomodaron,contacto_inapropiado,CAT-01,medium,0,neutral
recibi un mensaje de mi la verdad amiga le propusieron salir,cita_persona,CAT-04,low,0,colombia
mi hija recibio mensajes de un adulto diciendole que entonces era especial,grooming,CAT-03,low,0,neutral
una persona me escribio diciendo que una mujer me pidio una foto normal boliche,solicitud_material,CAT-02,medium,0,argentina
recibi un mensaje de una niña recibio comenterios o sea de una persona mayor que la incomodaron chido,contacto_inapropiado,CAT-01,medium,0,mexico
una persona me escribio diciendo que mi hija la aislaron y le pidieron fotos intimas carnal,grooming,CAT-03,critical,1,mexico
alguien me dijo que no le digas a tus papas y enviame fotos pibe,grooming,CAT-03,high,1,argentina
vi un mensaje de una persona me presiono para mandar la verdad fotos sin ropa,solicitud_material,CAT-02,critical,1,neutral
entonces una persona me escribio diciendo que mandame fotos en ropa interior o si no lo hicia me funaria carnal,solicitud_material,CAT-02,severe,1,mexico
mi sobrino le pidieron fotos desnudas man,solicitud_material,CAT-02,high,1,colombia
una persona me escribio diciendo que alguien exigio mas imagenes so pena de publicarlas,extorsion,CAT-05,critical,1,mexico
una persona me escribio diciendo que alguien me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,mexico
una persona me escribio diciendo que una mujer me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,neutral
me contactaron por redes diciendo que una niña le propusieron un juego secreto y le pidieron fotos,grooming,CAT-03,high,1,colombia
me contactaron por redes diciendo que alguien me aislo de mis amigos y me pidio fotos,grooming,CAT-03,critical,1,neutral
un niño o sea fue extorsionado con fotos y amenazas de publicacion carnal,extorsion,CAT-05,severe,1,mexico
una persona me escribio diciendo que una persona mayor me hablo de forma inapropiada wey,contacto_inapropiado,CAT-01,medium,0,mexico
recibi un mensaje de un adulto me pregunto si queria verlo,cita_persona,CAT-04,low,0,mexico
me contactaron por redes diciendo que tu familia no entiende mandame fotos che,grooming,CAT-03,critical,1,argentina
me contactaron por redes diciendo que un tipo amenazo con difundir material intimo si no recibia mas,extorsion,CAT-05,severe,1,mexico
la verdad vi un mensaje de mi hijo le propusieron verse en un lugar escondido orale,cita_persona,CAT-04,high,1,mexico
recibi un mensaje de un desconocido requirio material intimo de forma reiterada,solicitud_material,CAT-02,critical,1,neutral
me contactaron por redes diciendo que un menor recibio comentarios o sea de alguien que la incomodaron,contacto_inapropiado,CAT-01,medium,0,colombia
recibi un mensaje de una persona me dijo cosas sexuales entonces sin que yo lo pidiera man,contacto_inapropiado,CAT-01,high,1,colombia
una persona me escribio diciendo la verdad que mi sobrino le pidieron una foto comun,solicitud_material,CAT-02,medium,0,neutral
vi un mensaje de un desconocido me presiono para vernos a solas,cita_persona,CAT-04,critical,1,neutral
alguien me dijo que una persona me presiono para vernos a solas,cita_persona,CAT-04,critical,1,colombia
me contactaron por redes diciendo que un niño le propusieron verse en entonces un lugar escondido,cita_persona,CAT-04,high,1,colombia
recibi un mensaje de pasame una foto en ropa interior,solicitud_material,CAT-02,high,1,argentina
alguien me dijo que un adulto me controlo solo yo te quiero ayudar y me obligo a enviar fotos desnudas carnal,grooming,CAT-03,severe,1,mexico
alguien pues me dijo que un desconocido me pidio que le mandara una foto posta,solicitud_material,CAT-02,low,0,argentina
recibi un mensaje de un desconocido me hizo comentarios que me incomodaron,contacto_inapropiado,CAT-01,medium,0,argentina
un hombre me dijo que nos vieramos sin nadie mas chevere,cita_persona,CAT-04,medium,0,colombia
una persona mayor me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,mexico
alguien me dijo que un hombre me hizo creer que era el unico que me entendia y me exploto sexualmente,grooming,CAT-03,severe,1,neutral
me contactaron por redes diciendo que mi hija le pidieron fotos desnudas,solicitud_material,CAT-02,high,1,colombia
recibi un mensaje de pasame imagenes desnudas ya,solicitud_material,CAT-02,critical,1,neutral
mi hija le propusieron verse en un lugar escondido,cita_persona,CAT-04,high,1,neutral
una niña la aislaron y le untonces pidieron fotos intimas,grooming,CAT-03,critical,1,mexico
vi un mensaje de un tipo me dijo que nos vieramos en un lugar escondido chevere,cita_persona,CAT-04,high,1,colombia
recibi un mensaje de un desconocido me aislo o sea de mis amigos y me pidio imagenes intimas,grooming,CAT-03,critical,1,neutral
un adulto me exigio mas fotos o publicaria las que tenia,extorsion,CAT-05,critical,1,colombia
recibi un mensaje de un hombre me envio mensajes subidos de tono,contacto_inapropiado,CAT-01,high,1,argentina
una mujer me pidio que mantenlo en secreto copado,grooming,CAT-03,medium,0,argentina
una persona me escribio diciendo que o sea una persona mayor me hablo de forma inapropiada,contacto_inapropiado,CAT-01,medium,0,colombia
mi sobrino recibio un mensaje de un desconocido un poco incomodo pibe,contacto_inapropiado,CAT-01,low,0,argentina
alguien me dijo que mi hija recibio amenazas sexuales de una persona,contacto_inapropiado,CAT-01,severe,1,neutral
recibi un mensaje de me hablaron de algo que no entendi,desconocido,CAT-06,low,0,argentina
me contactaron por redes diciendo que una persona mayor me dijo cosas que no me gustaron,contacto_inapropiado,CAT-01,medium,0,argentina
vi un mensaje de recibi un mensaje de una persona que no entendi bien,contacto_inapropiado,CAT-01,low,0,argentina
me contactaron por redes diciendo pues que mi sobrina recibio mensajes de una persona mayor diciendole que era especial,grooming,CAT-03,low,0,argentina
una persona me escribio diciendo que un hombre me manipulo diciendo que tu familia no entiende y me exigio fotos,grooming,CAT-03,critical,1,argentina
me contactaron por redes diciendo que mi hija le pidieron una foto,solicitud_material,CAT-02,low,0,colombia
recibi un mensaje la verdad de mi hija la presionaron para quedar sola chevere,cita_persona,CAT-04,critical,1,colombia
una persona me escribio diciendo que mandame dinero y mas fotos o publico todo,extorsion,CAT-05,severe,1,colombia
vi un mensaje de una mujer exigio fotografias y videos desnudos y amenazo con difundirlos man,solicitud_material,CAT-02,severe,1,colombia
me contactaron por redes diciendo que una mujer me dijo que publicaria imagenes mias parce,extorsion,CAT-05,high,1,colombia
una persona me escribio diciendo que mi sobrino le insistieron en enviar fotos intimas chevere,solicitud_material,CAT-02,critical,1,colombia
vi un mensaje de un hombre insistio en quedar solo a pesar de que le dije que no,cita_persona,CAT-04,critical,1,argentina
me contactaron por redes diciendo que un hombre me dijo que nos vieramos en un lugar escondido,cita_persona,CAT-04,high,1,colombia
una mujer quiso verme a solas parce,cita_persona,CAT-04,medium,0,colombia
bueno un hombre me dijo que nos vieramos en un lugar escondido,cita_persona,CAT-04,high,1,mexico
me contactaron por redes diciendo que pasame material o lo difundo,extorsion,CAT-05,high,1,neutral
alguien bueno me dijo que una niña le dijeron que no le cuentes a tus papas,grooming,CAT-03,medium,0,argentina
vi un mensaje de alguien me dijo entonces cosas que no me gustaron,contacto_inapropiado,CAT-01,medium,0,neutral
recibi un mensaje de mi amiga la aislaron y le pidieron fotos intimas parcero,grooming,CAT-03,critical,1,colombia
me contactaron por redes diciendo que una persona mayor quiso verme a solas,cita_persona,CAT-04,medium,0,neutral
un tipo me pidio que es solo para nosotros la verdad bacano,grooming,CAT-03,medium,0,colombia
una niña la presionaron para quedar sola neta,cita_persona,CAT-04,critical,1,mexico
me contactaron por redes diciendo que no le digas a tus papas y enviame fotos chevere,grooming,CAT-03,high,1,colombia
una niña le propusieron un juego secreto y le pidieron fotos che,grooming,CAT-03,high,1,argentina
una persona me escribio diciendo que mi sobrino recibio comentarios de una persona que la incomodaron,contacto_inapropiado,CAT-01,medium,0,argentina
recibi un mensaje de mi amigo amenazaron con difundir sus fotos pues,extorsion,CAT-05,high,1,mexico
una persona me escribio diciendo que una persona mayor requirio imagenes intimas sin consentimiento carnal,solicitud_material,CAT-02,high,1,mexico
una mujer me invito a salir boliche,cita_persona,CAT-04,low,0,argentina
alguien me dijo que nos vieramos en un lugar escondido parce,cita_persona,CAT-04,high,1,colombia
una persona me escribio diciendo que una persona mayor me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,colombia
alguien me dijo que mandame una foto en ropa interior,solicitud_material,CAT-02,high,1,colombia
vi un mensaje de un hombre me obligo a encontrarme con el a escondidas,cita_persona,CAT-04,severe,1,neutral
una persona la verdad me escribio diciendo que un hombre me pregunto si queria verlo,cita_persona,CAT-04,low,0,mexico
recibi un mensaje de o sea mi amigo recibio un mensaje de una mujer un poco incomodo bacano,contacto_inapropiado,CAT-01,low,0,colombia
alguien me dijo que un adulto me hablo de forma inapropiada boliche,contacto_inapropiado,CAT-01,medium,0,argentina
una mujer me dijo cosas la verdad sexuales muy explicitas che,contacto_inapropiado,CAT-01,critical,1,argentina
una persona me amenazo con difundir material intimo si no enviaba mas,extorsion,CAT-05,severe,1,colombia
mi sobrina recibio comentarios de una persona mayor que la incomodaron boliche,contacto_inapropiado,CAT-01,medium,0,argentina
me contactaron por redes diciendo que pasame fotos o le cuento a todos parce,extorsion,CAT-05,critical,1,colombia
tu familia no entiende yo si mandame fotos bacano,grooming,CAT-03,severe,1,colombia
vi un mensaje de mi amigo recibio un mensaje de una persona un poco incomodo,contacto_inapropiado,CAT-01,low,0,colombia
vi un mensaje de solo yo te entiendo pasame fotos,grooming,CAT-03,critical,1,argentina
recibi un mensaje de un hombre me amenazo para que lo viera solo,cita_persona,CAT-04,severe,1,neutral
una mujer me controlo tus padres no te comprenden y me obligo la verdad a enviar fotos desnudas chido,grooming,CAT-03,severe,1,mexico
alguien me dijo que alguien me pidio que le mandara una foto man,solicitud_material,CAT-02,low,0,colombia
recibi un la verdad mensaje de un desconocido me envio mensajes subidos de tono neta,contacto_inapropiado,CAT-01,high,1,mexico
una persona me escribio diciendo que una persona mayor me propuso un juego secreto y me pidio fotos en ropa interior,grooming,CAT-03,high,1,argentina
vi un mensaje de un niño la presionaron para quedar sola carnal,cita_persona,CAT-04,critical,1,mexico
juguemos un juego secreto y mandame fotos,grooming,CAT-03,high,1,colombia
alguien me exigio mas fotos o publicaria las que tenia,extorsion,CAT-05,critical,1,neutral
vi un mensaje de mi amigo le insistieron en enviar fotos intimas,solicitud_material,CAT-02,critical,1,neutral
alguien o sea me dijo que un hombre me dijo cosas sexuales sin que yo lo pidiera,contacto_inapropiado,CAT-01,high,1,colombia
me contactaron por redes diciendo que mi sobrino la presionaron para quedar sola bacano,cita_persona,CAT-04,critical,1,colombia
alguien me dijo que un tipo me envio comentarios sexuales explicitos,contacto_inapropiado,CAT-01,high,1,mexico
alguien me dijo cosas que no entonces me gustaron copado,contacto_inapropiado,CAT-01,medium,0,argentina
una persona me escribio diciendo que un tipo me pregunto si podia enviarle una foto,solicitud_material,CAT-02,low,0,neutral
me contactaron por redes diciendo que enviame fotos en ropa interior ya parce,solicitud_material,CAT-02,critical,1,colombia
recibi un mensaje de mandame dinero y mas fotos o publico todo parcero,extorsion,CAT-05,severe,1,colombia
vi un mensaje de pasame fotos o le cuento a todos orale,extorsion,CAT-05,critical,1,mexico
me contactaron por redes diciendo que un tipo solicito fotografias desnudas o sea de manera insistente posta,solicitud_material,CAT-02,high,1,argentina
recibi un mensaje de mi hijo le propusieron un juego secreto y o sea le pidieron fotos neta,grooming,CAT-03,high,1,mexico
me contactaron por redes diciendo que un desconocido me pidio una foto normal,solicitud_material,CAT-02,medium,0,mexico
recibi un mensaje de un menor le dijeron que contarian algo si no obedecia,extorsion,CAT-05,medium,0,neutral
una persona mayor me dijo que nos vieramos sin nadie mas orale,cita_persona,CAT-04,medium,0,mexico
recibi un mensaje de alguien me hizo comentarios que me incomodaron,contacto_inapropiado,CAT-01,medium,0,argentina
alguien me dijo que un tipo pues me describio actos sexuales de forma directa,contacto_inapropiado,CAT-01,critical,1,colombia
recibi un mensaje de juguemos entonces un juego secreto y mandame fotos,grooming,CAT-03,high,1,argentina
me contactaron por redes diciendo que un desconocido exigio mas imagenes so pena de publicarlas,extorsion,CAT-05,critical,1,argentina
me contactaron por redes diciendo que alguien requirio material intimo de forma reiterada posta,solicitud_material,CAT-02,critical,1,argentina
alguien me dijo que una persona mayor me pregunto si podia enviarle una foto wey,solicitud_material,CAT-02,low,0,mexico
recibi un mensaje de una persona me hizo comentarios que me incomodaron posta,contacto_inapropiado,CAT-01,medium,0,argentina
alguien me dijo que mi sobrino le propusieron salir,cita_persona,CAT-04,low,0,argentina
vi un mensaje de un adulto me propuso quedar en un sitio apartado bacano,cita_persona,CAT-04,high,1,colombia
me contactaron por redes diciendo que una niña le insistiiron en enviar fotos o sea intimas chevere,solicitud_material,CAT-02,critical,1,colombia
una persona me escribio diciendo que mi sobrina recibio comentarios de un tipo que la incomodaron,contacto_inapropiado,CAT-01,medium,0,neutral
una entonces mujer me dijo que era especial,grooming,CAT-03,low,0,colombia
un hombre me aislo de mis amigos y me pidio fotos en la verdad ropa interior,grooming,CAT-03,critical,1,neutral
me contactaron por redes diciendo que un la verdad adulto me dijo cosas que no me gustaron,contacto_inapropiado,CAT-01,medium,0,colombia
me o sea contactaron por redes diciendo que mi amiga le propusieron un juego secreto y le pidieron fotos boliche,grooming,CAT-03,high,1,argentina
una persona me escribio diciendo que mi sobrino recibio mensajes de una persona mayor con contenido sexual,contacto_inapropiado,CAT-01,high,1,neutral
una mujer me envio comentarios sexuales explicitos neta,contacto_inapropiado,CAT-01,high,1,mexico
recibi un mensaje de un hombre indico que publicaria fotografias intimas,extorsion,CAT-05,high,1,neutral
me contactaron por redes la verdad diciendo que un menor recibio mensajes de un adulto con palabras sexuales agresivas chevere,contacto_inapropiado,CAT-01,critical,1,colombia
una persona me ascribio diciendo que alguien me envio un mensaje que me parecio raro,contacto_inapropiado,CAT-01,low,0,colombia
recibi un mensaje de un desconocido me dijo que nos vieramos en un lugar escondido orale,cita_persona,CAT-04,high,1,mexico
me contactaron por redes diciendo que un tipo me hablo de forma inapropiada,contacto_inapropiado,CAT-01,medium,0,mexico
me contactaron por redes diciendo que un desconocido me pidio que es nuestro secreto orale,grooming,CAT-03,medium,0,mexico
alguien me dijo que mi hija recibio comentarios de un tipo que la incomodaron,contacto_inapropiado,CAT-01,medium,0,colombia
una mujer exigio mas imagenes so pena de publicarlas,extorsion,CAT-05,critical,1,neutral
vi un mensaje de un niño la chantajearon con fotos intimas che,extorsion,CAT-05,critical,1,argentina
me contactaron por redes diciendo que un desconocido me invito a salir chido,cita_persona,CAT-04,low,0,mexico
alguien me dijo que alguien me dijo cosas sexuales muy explicitas carnal,contacto_inapropiado,CAT-01,critical,1,mexico
me contactaron por redes diciendo que una persona me presiono para vernos a solas,cita_persona,CAT-04,critical,1,mexico
alguien me dijo que juguemos un juego secreto y mandame fotos parcero,grooming,CAT-03,high,1,colombia
una mujer me la verdad dijo cosas que no me gustaron wey,contacto_inapropiado,CAT-01,medium,0,mexico
me contactaron por redes diciendo que enviame fotos en ropa interior ya,solicitud_material,CAT-02,critical,1,colombia
vi un mensaje la verdad de mi amiga recibio un mensaje de un tipo un poco incomodo pibe,contacto_inapropiado,CAT-01,low,0,argentina
alguien me dijo que un tipo me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,neutral
vi un mensaje de un tipo exigio fotografias y videos desnudos y bueno amenazo con difundirlos carnal,solicitud_material,CAT-02,severe,1,mexico
una persona me escribio diciendo que pasame fotos o bueno le cuento a todos,extorsion,CAT-05,critical,1,colombia
una persona me escribio diciendo que una persona me dijo que yo si te entiendo y me pidio fotos wey,grooming,CAT-03,high,1,mexico
mi sobrino la presionuron para quedar la verdad sola,cita_persona,CAT-04,critical,1,mexico
me contactaron bueno por redes diciendo que un tipo insistio en quedar solo a pesar de que le dije que no,cita_persona,CAT-04,critical,1,neutral
me contactaron por redes diciendo que mi amigo le pidieron dinero wey,extorsion,CAT-05,low,0,mexico
me contactaron por bueno redes diciendo que una persona amenazo con realizar actos sexuales si no obedecia,contacto_inapropiado,CAT-01,severe,1,colombia
una persona mayor me pregunto si queria verlo,cita_persona,CAT-04,low,0,argentina
pues me contactaron por redes diciendo que mi hija le propusieron verse en un lugar escondido,cita_persona,CAT-04,high,1,colombia
me contactaron por redes diciendo que mandame fotos sin la verdad ropa ya,solicitud_material,CAT-02,critical,1,argentina
bueno un adulto amenazo con difundir fotos,extorsion,CAT-05,high,1,neutral
recibi un mensaje de un tipo me dijo que nos vieramos en un lugar escondido parce,cita_persona,CAT-04,high,1,colombia
alguien me dijo que mi amiga la obligaron a encontrarse a escondidas con alguien chevere,cita_persona,CAT-04,severe,1,colombia
una persona mayor me entonces envio comentarios sexuales explicitos,contacto_inapropiado,CAT-01,high,1,neutral
alguien me dijo que mandame fotos sin ropa ya,solicitud_material,CAT-02,critical,1,neutral
me contactaron por redes diciendo que una mujer exigio fotografias y videos desnudos y amenazo con difundirlos,solicitud_material,CAT-02,severe,1,neutral
me contactaron por redes diciendo que un adulto insistio en quedar solo a pesar de que le dije que no bueno,cita_persona,CAT-04,critical,1,neutral
me o sea contectaron por redes diciendo que tu familia no entiende mandame fotos,grooming,CAT-03,critical,1,argentina
alguien me dijo o sea que mandame fotos sin ropa ya che,solicitud_material,CAT-02,critical,1,argentina
alguien me dijo que enviame fotos en ropa interior ya,solicitud_material,CAT-02,critical,1,neutral
recibi un mensaje de mi amigo o sea la presionaron para quedar sola chevere,cita_persona,CAT-04,critical,1,colombia
vi un mensaje de mi hijo le propusieron verse en un lugar o sea escondido,cita_persona,CAT-04,high,1,neutral
me contactaron por redes diciendo que pasame plata o bueno difundo las fotos,extorsion,CAT-05,severe,1,neutral
una persona me propuso quedar en un sitio apartado,cita_persona,CAT-04,high,1,mexico
me contactaron por redes diciendo que pasame material o lo difundo neta,extorsion,CAT-05,high,1,mexico
recibi un mensaje de un hombre me dijo que solo yo te quiero ayudar,grooming,CAT-03,medium,0,neutral
alguien me dijo que enviame fotos en ropa interior ya,solicitud_material,CAT-02,critical,1,colombia
mi sobrino la aislaron y le pidieron fotos intimas,grooming,CAT-03,critical,1,colombia
un adulto requirio imagenes intimas sin consentimiento pibe,solicitud_material,CAT-02,high,1,argentina
me contactaron por redes diciendo que entonces un hombre exigio fotografias y videos desnudos y amenazo con difundirlos chevere,solicitud_material,CAT-02,severe,1,colombia
alguien me dijo que una mujer solicito fotografias desnudas de manera insistente parce,solicitud_material,CAT-02,high,1,colombia
me contactaron por redes diciendo que shh es secreto mandame fotos desnudas,grooming,CAT-03,severe,1,mexico
